State,First Year,Last Year,Injury Intent,Race / Ethnicity,Gender,Total Deaths (#),"Age-adjusted Rate (per 100,000)"
Pennsylvania,2019,2023,All Firearm Deaths,non-Hispanic white,Male,4444,16.7
Pennsylvania,2019,2023,All Firearm Deaths,non-Hispanic white,Female,707,2.7
Pennsylvania,2019,2023,All Firearm Deaths,Latinx,All Genders,611,10.8
Pennsylvania,2019,2023,All Firearm Deaths,Latinx,Male,536,18.4
Pennsylvania,2019,2023,All Firearm Deaths,Latinx,Female,75,2.7
Pennsylvania,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,
Pennsylvania,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,
Pennsylvania,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,
Pennsylvania,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,88,3.4
Pennsylvania,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,72,5.7
Pennsylvania,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,16,
Pennsylvania,2019,2023,All Firearm Deaths,More than one race,All Genders,52,5.0
Pennsylvania,2019,2023,All Firearm Deaths,More than one race,Male,46,9.6
Pennsylvania,2019,2023,All Firearm Deaths,More than one race,Female,,
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,3795,6.4
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,3287,11.0
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,508,1.7
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,2642,36.4
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,2401,65.9
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,241,6.8
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,625,1.4
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,435,2.0
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,190,0.8
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,454,7.9
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,394,13.2
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,60,2.2
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,36,1.4
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,28,2.2
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,27,2.6
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,22,4.6
Pennsylvania,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
Pennsylvania,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,5017,7.1
Pennsylvania,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,4445,12.9
Pennsylvania,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,572,1.6
Pennsylvania,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,352,5.0
Pennsylvania,2019,2023,Firearm Suicide,non-Hispanic Black,Male,307,9.1
Pennsylvania,2019,2023,Firearm Suicide,non-Hispanic Black,Female,45,1.3
Pennsylvania,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,4437,7.9
Pennsylvania,2019,2023,Firearm Suicide,non-Hispanic white,Male,3932,14.4
Pennsylvania,2019,2023,Firearm Suicide,non-Hispanic white,Female,505,1.9
Pennsylvania,2019,2023,Firearm Suicide,Latinx,All Genders,145,2.7
Pennsylvania,2019,2023,Firearm Suicide,Latinx,Male,132,4.9
Pennsylvania,2019,2023,Firearm Suicide,Latinx,Female,13,
Pennsylvania,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,
Pennsylvania,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,
Pennsylvania,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,0,
Pennsylvania,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,50,1.9
Pennsylvania,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,42,3.3
Pennsylvania,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
Pennsylvania,2019,2023,Firearm Suicide,More than one race,All Genders,25,2.4
Pennsylvania,2019,2023,Firearm Suicide,More than one race,Male,24,5.0
Pennsylvania,2019,2023,Firearm Suicide,More than one race,Female,,
Rhode Island,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,261,4.6
Rhode Island,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,221,8.0
Rhode Island,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,40,1.5
Rhode Island,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,27,7.4
Rhode Island,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,23,12.0
Rhode Island,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,,
Rhode Island,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,173,4.1
Rhode Island,2019,2023,All Firearm Deaths,non-Hispanic white,Male,142,6.9
Rhode Island,2019,2023,All Firearm Deaths,non-Hispanic white,Female,31,1.6
Rhode Island,2019,2023,All Firearm Deaths,Latinx,All Genders,52,5.2
Rhode Island,2019,2023,All Firearm Deaths,Latinx,Male,49,9.4
Rhode Island,2019,2023,All Firearm Deaths,Latinx,Female,,
Rhode Island,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,
Rhode Island,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,
Rhode Island,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,0,
Rhode Island,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,
Rhode Island,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,
Rhode Island,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
Rhode Island,2019,2023,All Firearm Deaths,More than one race,All Genders,,
Rhode Island,2019,2023,All Firearm Deaths,More than one race,Male,,
Rhode Island,2019,2023,All Firearm Deaths,More than one race,Female,,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,96,1.9
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,76,2.9
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,20,0.7
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,22,5.9
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,18,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,32,0.9
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,19,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,13,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,38,3.7
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,36,6.7
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,0,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,0,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,0,
Rhode Island,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,0,
Rhode Island,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,160,2.7
Rhode Island,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,141,4.9
Rhode Island,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,19,
Rhode Island,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,,
Rhode Island,2019,2023,Firearm Suicide,non-Hispanic Black,Male,,
Rhode Island,2019,2023,Firearm Suicide,non-Hispanic Black,Female,0,
Rhode Island,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,137,3.1
Rhode Island,2019,2023,Firearm Suicide,non-Hispanic white,Male,120,5.6
Rhode Island,2019,2023,Firearm Suicide,non-Hispanic white,Female,17,
Rhode Island,2019,2023,Firearm Suicide,Latinx,All Genders,13,
Rhode Island,2019,2023,Firearm Suicide,Latinx,Male,12,
Rhode Island,2019,2023,Firearm Suicide,Latinx,Female,,
Rhode Island,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,0,
Rhode Island,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,0,
Rhode Island,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,0,
Rhode Island,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,0,
Rhode Island,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,0,
Rhode Island,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,0,
Rhode Island,2019,2023,Firearm Suicide,More than one race,All Genders,,
Rhode Island,2019,2023,Firearm Suicide,More than one race,Male,,
Rhode Island,2019,2023,Firearm Suicide,More than one race,Female,,
South Carolina,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,5403,20.9
South Carolina,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,4574,36.1
South Carolina,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,829,6.4
South Carolina,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,2265,33.5
South Carolina,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,1992,61.6
South Carolina,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,273,7.9
South Carolina,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,2888,16.4
South Carolina,2019,2023,All Firearm Deaths,non-Hispanic white,Male,2370,27.3
South Carolina,2019,2023,All Firearm Deaths,non-Hispanic white,Female,518,6.1
South Carolina,2019,2023,All Firearm Deaths,Latinx,All Genders,174,10.7
South Carolina,2019,2023,All Firearm Deaths,Latinx,Male,149,17.4
South Carolina,2019,2023,All Firearm Deaths,Latinx,Female,25,3.4
South Carolina,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,13,
South Carolina,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,
South Carolina,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,
South Carolina,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,22,4.2
South Carolina,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,21,8.3
South Carolina,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
South Carolina,2019,2023,All Firearm Deaths,More than one race,All Genders,41,11.0
South Carolina,2019,2023,All Firearm Deaths,More than one race,Male,35,19.7
South Carolina,2019,2023,All Firearm Deaths,More than one race,Female,,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,2522,10.4
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,2118,17.6
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,404,3.2
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,1851,27.4
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1622,49.8
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,229,6.6
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,542,3.5
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,390,5.2
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,152,1.9
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,97,5.9
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,80,9.3
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,17,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,0,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,18,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,14,
South Carolina,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
South Carolina,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,2746,10.0
South Carolina,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,2344,17.7
South Carolina,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,402,3.0
South Carolina,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,361,5.3
South Carolina,2019,2023,Firearm Suicide,non-Hispanic Black,Male,323,10.2
South Carolina,2019,2023,Firearm Suicide,non-Hispanic Black,Female,38,1.1
South Carolina,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,2274,12.4
South Carolina,2019,2023,Firearm Suicide,non-Hispanic white,Male,1924,21.4
South Carolina,2019,2023,Firearm Suicide,non-Hispanic white,Female,350,4.0
South Carolina,2019,2023,Firearm Suicide,Latinx,All Genders,70,4.5
South Carolina,2019,2023,Firearm Suicide,Latinx,Male,62,7.4
South Carolina,2019,2023,Firearm Suicide,Latinx,Female,,
South Carolina,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,
South Carolina,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,
South Carolina,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,
South Carolina,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,13,
South Carolina,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,12,
South Carolina,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
South Carolina,2019,2023,Firearm Suicide,More than one race,All Genders,20,6.4
South Carolina,2019,2023,Firearm Suicide,More than one race,Male,19,
South Carolina,2019,2023,Firearm Suicide,More than one race,Female,,
South Dakota,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,614,13.8
South Dakota,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,541,23.7
South Dakota,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,73,3.6
South Dakota,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,12,
South Dakota,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,12,
South Dakota,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,0,
South Dakota,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,453,12.1
South Dakota,2019,2023,All Firearm Deaths,non-Hispanic white,Male,399,20.7
South Dakota,2019,2023,All Firearm Deaths,non-Hispanic white,Female,54,3.2
South Dakota,2019,2023,All Firearm Deaths,Latinx,All Genders,14,
South Dakota,2019,2023,All Firearm Deaths,Latinx,Male,12,
South Dakota,2019,2023,All Firearm Deaths,Latinx,Female,,
South Dakota,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,118,31.0
South Dakota,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,103,54.3
South Dakota,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,15,
South Dakota,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,
South Dakota,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,
South Dakota,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,0,
South Dakota,2019,2023,All Firearm Deaths,More than one race,All Genders,,
South Dakota,2019,2023,All Firearm Deaths,More than one race,Male,,
South Dakota,2019,2023,All Firearm Deaths,More than one race,Female,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,119,2.9
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,99,4.6
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,20,1.0
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,0,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,43,1.3
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,34,1.9
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,61,16.6
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,52,29.0
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,0,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,,
South Dakota,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
South Dakota,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,472,10.5
South Dakota,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,422,18.3
South Dakota,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,50,2.4
South Dakota,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,,
South Dakota,2019,2023,Firearm Suicide,non-Hispanic Black,Male,,
South Dakota,2019,2023,Firearm Suicide,non-Hispanic Black,Female,0,
South Dakota,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,398,10.5
South Dakota,2019,2023,Firearm Suicide,non-Hispanic white,Male,355,18.3
South Dakota,2019,2023,Firearm Suicide,non-Hispanic white,Female,43,2.5
South Dakota,2019,2023,Firearm Suicide,Latinx,All Genders,10,
South Dakota,2019,2023,Firearm Suicide,Latinx,Male,,
South Dakota,2019,2023,Firearm Suicide,Latinx,Female,,
South Dakota,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,46,12.0
South Dakota,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,41,21.0
South Dakota,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,
South Dakota,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,
South Dakota,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,
South Dakota,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,0,
South Dakota,2019,2023,Firearm Suicide,More than one race,All Genders,,
South Dakota,2019,2023,Firearm Suicide,More than one race,Male,,
South Dakota,2019,2023,Firearm Suicide,More than one race,Female,0,
Tennessee,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,7379,21.1
Tennessee,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,6172,36.1
Tennessee,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,1207,6.8
Tennessee,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,2561,43.4
Tennessee,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,2221,78.2
Tennessee,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,340,11.1
Tennessee,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,4439,16.2
Tennessee,2019,2023,All Firearm Deaths,non-Hispanic white,Male,3617,27.1
Tennessee,2019,2023,All Firearm Deaths,non-Hispanic white,Female,822,6.1
Tennessee,2019,2023,All Firearm Deaths,Latinx,All Genders,279,13.2
Tennessee,2019,2023,All Firearm Deaths,Latinx,Male,250,22.3
Tennessee,2019,2023,All Firearm Deaths,Latinx,Female,29,2.9
Tennessee,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,10,
Tennessee,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,
Tennessee,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,
Tennessee,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,42,5.6
Tennessee,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,40,11.3
Tennessee,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
Tennessee,2019,2023,All Firearm Deaths,More than one race,All Genders,46,6.7
Tennessee,2019,2023,All Firearm Deaths,More than one race,Male,35,10.6
Tennessee,2019,2023,All Firearm Deaths,More than one race,Female,11,
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,3167,9.7
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,2632,16.1
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,535,3.2
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,2127,35.9
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1851,64.8
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,276,9.0
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,813,3.4
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,580,4.8
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,233,1.9
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,184,8.4
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,166,14.2
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,18,
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,14,
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,14,
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,0,
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,25,2.9
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,18,
Tennessee,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
Tennessee,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,4038,10.9
Tennessee,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,3392,19.1
Tennessee,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,646,3.5
Tennessee,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,368,6.3
Tennessee,2019,2023,Firearm Suicide,non-Hispanic Black,Male,309,11.3
Tennessee,2019,2023,Firearm Suicide,non-Hispanic Black,Female,59,1.9
Tennessee,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,3522,12.5
Tennessee,2019,2023,Firearm Suicide,non-Hispanic white,Male,2954,21.5
Tennessee,2019,2023,Firearm Suicide,non-Hispanic white,Female,568,4.0
Tennessee,2019,2023,Firearm Suicide,Latinx,All Genders,91,4.6
Tennessee,2019,2023,Firearm Suicide,Latinx,Male,80,7.8
Tennessee,2019,2023,Firearm Suicide,Latinx,Female,11,
Tennessee,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,
Tennessee,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,
Tennessee,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,
Tennessee,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,28,3.8
Tennessee,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,26,7.4
Tennessee,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
Tennessee,2019,2023,Firearm Suicide,More than one race,All Genders,21,3.9
Tennessee,2019,2023,Firearm Suicide,More than one race,Male,17,
Tennessee,2019,2023,Firearm Suicide,More than one race,Female,,
Texas,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,21651,14.6
Texas,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,18280,24.9
Texas,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,3371,4.5
Texas,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,4720,24.8
Texas,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,4122,43.9
